"","Date","T","s32","s35","s40","s8","s5","Year"
"2053","25-07","03:30",58063.91725,66640.9599,56236.82916,61553.94913,69060.89548,"2017"
"2054","25-07","03:40",69489.52054,68579.98916,64533.87173,67598.97397,62663.62914,"2017"
"2055","25-07","03:50",59970.0554,65928.64237,56408.24604,61464.75219,58073.41615,"2017"
"2056","25-07","04:00",55370.48019,66463.11114,56961.37558,64711.91578,66121.43829,"2017"
"2057","25-07","04:10",56450.16671,74541.30065,59579.42499,62412.16189,71846.65092,"2017"
"2058","25-07","04:20",60101.58762,66111.3132,58214.92857,61304.82994,59949.6971,"2017"
"2059","25-07","04:30",71934.11872,61154.50444,61946.87645,62244.23983,65271.23709,"2017"
"2060","25-07","04:40",55807.2559,70322.95713,62528.22741,69201.908,61528.56521,"2017"
"2061","25-07","04:50",62176.63271,62534.50208,59976.91837,73769.91467,63238.12631,"2017"
"2062","25-07","05:00",57326.93712,62188.87077,66921.1227,68928.27411,61027.70165,"2017"
"2063","25-07","05:10",61506.06163,71896.83567,68618.3088,80840.74608,65440.9317,"2017"
"2064","25-07","05:20",65155.9951,68278.33582,63135.0948,65906.49292,62300.381,"2017"
"2065","25-07","05:30",55573.65306,62024.22987,60958.43389,75298.57698,69112.53402,"2017"
"2066","25-07","05:40",61415.88444,68615.52651,59079.98169,60566.45063,62420.74694,"2017"
"2067","25-07","05:50",61945.51965,63672.93751,58925.81121,67653.7471,71660.84593,"2017"
"2068","25-07","06:00",55565.86966,64909.58074,70007.4927,65488.96001,62012.1623,"2017"
"2069","25-07","06:10",55876.88394,58734.10703,58923.40154,62601.47629,59953.03529,"2017"
"2070","25-07","06:20",61598.36527,62121.80804,60121.19577,65616.78669,65265.34142,"2017"
"2071","25-07","06:30",64794.54459,70062.56445,65101.96556,67250.81614,67525.66128,"2017"
"2072","25-07","06:40",59901.33866,62147.37299,62744.79127,63077.81247,69171.56721,"2017"
"2073","25-07","06:50",56980.56652,67985.02818,59808.24801,64231.15205,57517.58268,"2017"
"2074","25-07","07:00",58329.03612,63719.02736,58876.52593,63177.46113,66419.48238,"2017"
"2075","25-07","07:10",69377.12883,65060.68179,56739.68134,73736.89391,59189.52431,"2017"
"2076","25-07","07:20",68999.98382,75423.25988,55201.30715,65129.82272,56698.34798,"2017"
"2077","25-07","07:30",62121.84824,64147.66564,70233.51329,75176.66586,65342.4484,"2017"
"2078","25-07","07:40",57701.68941,66140.02561,56945.98372,66727.07349,59046.88885,"2017"
"2079","25-07","07:50",62137.34002,66206.51221,58602.47206,63383.81007,57997.78611,"2017"
"2080","25-07","08:00",58770.75705,61004.29581,56378.45236,78304.16398,57398.86807,"2017"
"2081","25-07","08:10",58258.39543,75046.78503,63766.70856,60578.95407,60345.53479,"2017"
"2082","25-07","08:20",67455.62756,66538.57006,61920.57423,60570.06656,59420.3335,"2017"
"2083","25-07","08:30",57808.65703,62608.96871,72245.92256,61848.10031,60246.76541,"2017"
"2084","25-07","08:40",55797.62233,65543.93952,57804.86684,77837.19101,56450.79984,"2017"
"2085","25-07","08:50",64589.85411,64911.45472,55114.05012,64088.13078,66378.56297,"2017"
"2086","25-07","09:00",60972.07591,65429.82242,62081.20138,65574.44346,57312.93645,"2017"
"2087","25-07","09:10",57585.35529,60974.9852,61755.28722,65846.94366,56479.40351,"2017"
"2088","25-07","09:20",68064.57465,63040.42131,60002.10247,72069.54128,62585.76144,"2017"
"2089","25-07","09:30",55810.59695,65232.55174,59143.94575,65612.4332,65996.13038,"2017"
"2090","25-07","09:40",60579.53393,62991.55792,67419.20502,67707.53705,58904.12476,"2017"
"2091","25-07","09:50",55494.64843,81427.82583,68254.01143,70964.61824,63300.63042,"2017"
"2092","25-07","10:00",57112.38165,60119.50965,67708.30068,67783.23125,66248.57096,"2017"
"2093","25-07","10:10",66463.98237,69431.67193,56859.7543,73704.95098,60404.40932,"2017"
"2094","25-07","10:20",54413.28106,64348.2647,56599.71319,63392.58948,61574.57544,"2017"
"2095","25-07","10:30",54618.41091,65113.36565,59539.17683,77014.57719,69115.73928,"2017"
"2096","25-07","10:40",64134.44517,58409.37496,72809.20446,77474.13502,63274.9132,"2017"
"2097","25-07","10:50",61077.28912,66135.24023,60934.25534,69677.32782,59491.51619,"2017"
"2098","25-07","11:00",64064.46175,65492.5492,67402.4241,65522.98447,61813.082,"2017"
"2099","25-07","11:10",57276.24134,76255.95852,61187.951,65667.30998,71854.36013,"2017"
"2100","25-07","11:20",59429.30799,63254.81702,66688.19422,63638.87482,68345.15914,"2017"
"2101","25-07","11:30",74150.48091,61832.46308,57896.69492,69766.18611,59039.20938,"2017"
"2102","25-07","11:40",60827.22736,67727.89919,72928.09474,67557.24371,68022.2958,"2017"
"2103","25-07","11:50",60890.69604,61462.10395,67708.91278,72505.82244,71655.97383,"2017"
"2104","25-07","12:00",59329.59685,59425.27023,57665.35769,72031.97333,68630.18493,"2017"
"2105","25-07","12:10",57131.53497,70705.71304,56848.46389,63224.32928,61782.94776,"2017"
"2106","25-07","12:20",55347.85328,60731.05702,57582.0807,70625.71038,59073.57827,"2017"
"2107","25-07","12:30",59963.29313,64730.25166,62537.7268,66660.47016,62921.02358,"2017"
"2108","25-07","12:40",64323.19301,65587.39609,63095.06329,60148.99976,70746.72462,"2017"
"2109","25-07","12:50",57267.51788,63929.57071,57041.50403,69171.35462,59364.89894,"2017"
"2110","25-07","13:00",57719.68207,73571.80551,58130.78669,71989.64799,61138.45072,"2017"
"2111","25-07","13:10",54949.28342,66269.89923,66693.58162,64885.29016,58029.56025,"2017"
"2112","25-07","13:20",63179.72544,63778.57667,57887.48057,65065.75569,60115.24036,"2017"
"2113","25-07","13:30",56519.51483,66241.32086,59465.68521,83429.12651,64975.75623,"2017"
"2114","25-07","13:40",65084.70516,64340.58199,55280.96751,68214.88184,59696.67858,"2017"
"2115","25-07","13:50",57326.13973,68126.67757,66948.7417,68954.94867,60540.73496,"2017"
"2116","25-07","14:00",60403.25017,76417.49812,58268.66401,63908.05276,67583.42485,"2017"
"2117","25-07","14:10",56688.39388,59296.67417,62515.52898,61880.71019,60223.75937,"2017"
"2118","25-07","14:20",65208.15946,74273.60991,55896.9862,71913.34208,70638.52592,"2017"
"2119","25-07","14:30",60989.68187,59632.44599,59921.12907,76530.53163,61678.29631,"2017"
"2120","25-07","14:40",62155.61258,69392.10539,57739.05479,69187.55215,68128.6401,"2017"
"2121","25-07","14:50",57730.74726,67480.87156,56638.49889,61092.60728,63782.24428,"2017"
"2122","25-07","15:00",55827.48375,70209.79093,56723.3402,64437.91161,61502.53077,"2017"
"2123","25-07","15:10",61873.32908,59853.80442,54862.62599,63335.11396,68193.13626,"2017"
"2124","25-07","15:20",59202.57606,59857.60274,64555.80198,66704.04644,63612.7653,"2017"
"2125","25-07","15:30",56404.8309,58976.79552,66737.37724,69864.53768,61652.23111,"2017"
"2126","25-07","15:40",63889.09961,66412.16726,66039.65405,62936.51424,61658.18371,"2017"
"2127","25-07","15:50",59130.12666,72155.96953,60849.01304,71616.84204,72368.86455,"2017"
"2128","25-07","16:00",56921.51908,70979.95146,60923.3345,61424.91978,66713.91377,"2017"
"2129","25-07","16:10",54142.97148,63780.69875,58502.36556,61846.90201,61298.07717,"2017"
"2130","25-07","16:20",57660.45016,63577.66323,70190.72212,73515.08465,64981.95041,"2017"
"2131","25-07","16:30",59745.08826,62566.73833,54616.64559,72961.69556,75458.73655,"2017"
"2132","25-07","16:40",56772.74029,61841.07824,59558.274,71431.53832,61487.87371,"2017"
"2133","25-07","16:50",59070.73897,69530.95369,62231.79946,65704.93387,58750.09539,"2017"
"2134","25-07","17:00",57013.19402,65757.53845,62322.14885,65423.85211,64781.52671,"2017"
"2135","25-07","17:10",54286.3717,69189.92978,57205.27103,67198.80031,65382.17722,"2017"
"2136","25-07","17:20",53684.91019,62264.75945,59331.07659,65809.18803,78450.07245,"2017"
"2137","25-07","17:30",69981.57787,67042.34248,62517.26597,75732.63796,66524.88278,"2017"
"2138","25-07","17:40",71744.92315,73342.7805,59713.15238,65065.29146,61126.28858,"2017"
"2139","25-07","17:50",62092.33498,64784.22618,56514.22928,82216.36886,61028.82377,"2017"
"2140","25-07","18:00",55847.26337,70404.57009,61766.36915,66015.59698,62698.72901,"2017"
"2141","25-07","18:10",57804.45473,73610.82796,56881.69921,78892.73748,78211.09294,"2017"
"2142","25-07","18:20",60468.36221,65898.88897,57821.14901,69604.35435,61546.60779,"2017"
"2143","25-07","18:30",60312.27816,62719.19274,57073.45298,65178.50612,61111.27524,"2017"
"2144","25-07","18:40",62591.32971,69788.30609,57714.09386,63710.2404,59447.79311,"2017"
"2145","25-07","18:50",61658.99277,68453.65594,59764.97721,61157.81098,63356.27721,"2017"
"2146","25-07","19:00",58964.34784,63323.03104,57657.50986,70117.10855,61034.47191,"2017"
"2147","25-07","19:10",57068.56608,69028.39674,60486.00127,65539.73895,61785.80557,"2017"
"2148","25-07","19:20",67915.70274,58288.06561,72203.42825,82855.23729,60227.36965,"2017"
"2149","25-07","19:30",63120.06182,75118.80483,58448.36755,69007.17067,74454.30766,"2017"
"2150","25-07","19:40",58620.40424,70717.82527,57133.1406,79365.32533,70407.65941,"2017"
"2151","25-07","19:50",59307.78022,63463.74746,62437.22636,65980.22071,65743.80259,"2017"
"2152","25-07","20:00",65918.12252,63004.13509,62292.75084,61215.41769,65049.14727,"2017"
"2153","25-07","20:10",54164.50625,66512.89104,55195.04346,70661.3486,61607.07221,"2017"
"2154","25-07","20:20",60595.97695,67308.4119,67078.21946,69319.77933,63127.10054,"2017"
"2155","25-07","20:30",56297.28294,70442.20802,60649.58133,65166.18372,66221.44575,"2017"
"2156","25-07","20:40",64198.15039,64833.98028,59782.09927,67662.3611,63644.87402,"2017"
"2157","25-07","20:50",58288.16249,74580.52539,61673.27888,64858.22127,63692.59957,"2017"
"2158","25-07","21:00",68478.97074,72874.06134,63621.91731,63001.20621,58648.19116,"2017"
"2159","25-07","21:10",60280.6644,65054.35773,62470.29267,69798.64136,72712.56058,"2017"
"2160","25-07","21:20",56444.17209,62740.46538,65547.67656,73606.68323,65774.90547,"2017"
"2161","25-07","21:30",64472.29464,63148.05412,58954.02415,66023.9348,66982.97536,"2017"
"2162","25-07","21:40",55795.42627,67930.24138,60045.59683,70049.9997,64858.05099,"2017"
"2163","25-07","21:50",58643.62536,61948.60678,72672.26789,61349.5016,74806.83706,"2017"
"2164","25-07","22:00",58067.98647,66818.60104,60845.55876,63090.85094,75043.66068,"2017"
"2165","25-07","22:10",60758.69144,81828.09086,58622.16175,68119.24452,65526.83596,"2017"
"2166","25-07","22:20",59973.24857,66290.14374,59032.63814,60217.77799,72916.46429,"2017"
"2167","25-07","22:30",63351.69954,67992.35968,62152.91682,61994.02553,65081.77476,"2017"
"2168","25-07","22:40",56515.67097,65735.39494,59538.57594,65940.85266,58292.28115,"2017"
"2169","25-07","22:50",60628.10485,69807.00516,59183.35915,62073.87149,58781.24606,"2017"
"2170","25-07","23:00",61714.06422,63693.30327,68171.94655,64891.53896,59393.44375,"2017"
"2171","25-07","23:10",68189.72529,68643.83886,63175.17265,69897.10931,64708.27546,"2017"
"2172","25-07","23:20",57829.48181,65829.98294,59636.76978,64200.84365,58808.312,"2017"
"2173","25-07","23:30",64218.28099,68125.41668,55924.88932,59467.9093,61571.72831,"2017"
"2174","25-07","23:40",59637.07962,68448.12625,62545.27579,74719.39842,60671.05052,"2017"
"2175","25-07","23:50",64108.90966,70021.08516,62392.69279,62576.08524,62255.94448,"2017"
"2176","26-07","00:00",60599.52238,60312.83084,57247.60019,62332.65906,62032.75843,"2017"
"2177","26-07","00:10",56791.59442,62538.36877,59144.65009,58886.81733,65008.4968,"2017"
"2178","26-07","00:20",67706.98718,68149.54099,58208.29165,66092.72664,63674.02489,"2017"
"2179","26-07","00:30",59791.61825,64772.69831,58657.48594,62243.50666,62055.38365,"2017"
"2180","26-07","00:40",58406.65095,63693.4893,55171.47,70759.83775,69827.76516,"2017"
"2181","26-07","00:50",60497.61423,67609.18069,58375.83917,67376.10927,73163.22589,"2017"
"2182","26-07","01:00",62277.23792,63986.51904,59191.45625,60686.61244,68827.02472,"2017"
"2183","26-07","01:10",61634.7153,63511.87188,55632.25247,68013.60053,62105.05517,"2017"
"2184","26-07","01:20",62038.16698,64410.20099,57797.19313,68399.80157,66689.80713,"2017"
"2185","26-07","01:30",62920.58301,64136.51822,58885.251,66292.53685,60304.7538,"2017"
"2186","26-07","01:40",56350.54264,70715.74027,60621.3727,71379.43468,58792.97567,"2017"
"2187","26-07","01:50",60042.98622,63584.08626,68609.96139,70000.35947,62066.75279,"2017"
"2188","26-07","02:00",61708.12192,64874.16563,61970.89585,62320.37344,61302.89597,"2017"
"2189","26-07","02:10",70394.39376,68308.12639,66149.32553,64411.96791,62720.93844,"2017"
"2190","26-07","02:20",63236.59103,65760.81729,61135.63495,66883.6275,60356.9629,"2017"
"2191","26-07","02:30",72415.23755,64783.82629,58882.89016,65150.9636,61406.7753,"2017"
"2192","26-07","02:40",59504.49251,64667.11153,57894.14148,69572.61104,70075.26563,"2017"
"2193","26-07","02:50",58342.84215,64905.28937,66256.88197,62436.56633,69358.63042,"2017"
"2194","26-07","03:00",70521.02004,71031.12501,62309.77561,68322.98258,68004.85831,"2017"
"2195","26-07","03:10",58520.67172,65897.96366,61380.94349,69531.23438,61273.03031,"2017"
"2196","26-07","03:20",60700.38728,70709.35899,56865.44198,81433.8751,60498.38418,"2017"
"2197","26-07","03:30",56572.65438,64869.19454,58923.77261,71241.97531,60448.53429,"2017"
"2198","26-07","03:40",57831.66283,79003.61963,56989.05343,65197.9543,60983.8018,"2017"
"2199","26-07","03:50",75444.667,66323.48649,64116.18616,71908.63012,64048.44306,"2017"
"2200","26-07","04:00",58964.20947,66731.55217,66257.91362,62117.87495,60425.63856,"2017"
"2201","26-07","04:10",65076.92485,68085.90179,55568.45453,65271.17789,68863.83048,"2017"
"2202","26-07","04:20",55871.90686,66326.39905,60658.00789,63001.28061,66185.63735,"2017"
"2203","26-07","04:30",65948.18821,65678.07873,60864.19865,66140.59997,60525.43166,"2017"
"2204","26-07","04:40",62486.89593,67409.15093,56983.43701,60431.46254,68831.61689,"2017"
"2205","26-07","04:50",58258.59957,81528.37334,58725.03662,65323.81378,62994.00729,"2017"
"2206","26-07","05:00",64212.38346,76456.33916,61735.55648,61476.28403,59111.81829,"2017"
"2207","26-07","05:10",62711.71355,75796.49634,59732.38584,80597.68748,62752.15134,"2017"
"2208","26-07","05:20",70327.84313,67616.14569,55957.50308,68787.74006,61260.72325,"2017"
"2209","26-07","05:30",60326.17459,72218.77952,59134.51211,62961.09747,60771.75308,"2017"
"2210","26-07","05:40",62101.71342,70072.43516,56888.19019,75078.54388,61803.86001,"2017"
"2211","26-07","05:50",63952.08076,72689.58133,56546.15184,62428.2356,62471.84935,"2017"
"2212","26-07","06:00",54144.8434,70246.29401,56678.8539,69975.84693,64100.81258,"2017"
"2213","26-07","06:10",61947.67901,64539.12322,61422.78737,66141.19223,61756.96844,"2017"
"2214","26-07","06:20",65648.61281,63578.85103,66180.82239,70485.02298,68035.09323,"2017"
"2215","26-07","06:30",68083.80511,64258.52279,57507.50841,78409.54452,55846.51077,"2017"
"2216","26-07","06:40",60190.54369,81788.16031,69245.36473,71056.82214,59369.43149,"2017"
"2217","26-07","06:50",63080.81818,69536.89894,58332.49873,68598.90891,67704.89749,"2017"
"2218","26-07","07:00",57540.93307,79675.71333,61421.57086,65097.44745,60664.95915,"2017"
"2219","26-07","07:10",57236.53373,73493.91356,62327.07897,75657.42828,57913.23792,"2017"
"2220","26-07","07:20",58501.31998,64584.88811,63302.9992,68486.54827,60230.17892,"2017"
"2221","26-07","07:30",60983.75034,69791.88405,60795.5472,76031.49918,62210.43844,"2017"
"2222","26-07","07:40",66209.20803,66503.63983,55897.13057,77032.79376,64789.26088,"2017"
"2223","26-07","07:50",63119.68372,74281.27107,63695.62254,67091.07695,62784.62948,"2017"
"2224","26-07","08:00",65671.4457,68415.36396,63128.12509,64666.19232,61471.60346,"2017"
"2225","26-07","08:10",54566.76999,68367.57332,69107.4749,71965.25309,68779.9632,"2017"
"2226","26-07","08:20",55253.08526,76812.221,58075.28582,63854.89721,59990.07198,"2017"
"2227","26-07","08:30",68453.83797,73682.42893,61766.29547,63110.98458,71776.27052,"2017"
"2228","26-07","08:40",58862.45626,63577.85487,63141.70366,65877.9107,60934.46582,"2017"
"2229","26-07","08:50",58962.34207,68591.21364,60957.51326,77475.05356,59981.36038,"2017"
"2230","26-07","09:00",55616.10613,63078.78625,57436.32172,72253.43133,71503.63318,"2017"
"2231","26-07","09:10",57701.33686,67203.90436,57742.69597,67157.81396,58497.46429,"2017"
"2232","26-07","09:20",65735.63497,56689.59846,61278.49553,63645.74791,70111.5883,"2017"
"2233","26-07","09:30",63936.24154,70500.12428,73497.84752,66354.53116,67104.6014,"2017"
"2234","26-07","09:40",61934.106,71833.7723,58208.50298,68612.27263,62581.25384,"2017"
"2235","26-07","09:50",68475.29111,71476.90381,62263.27895,66518.66399,64001.47761,"2017"
"2236","26-07","10:00",57638.1095,65219.60811,61790.47615,76043.16153,58733.46437,"2017"
"2237","26-07","10:10",56623.27337,63007.28937,59787.90483,70983.61131,61989.64307,"2017"
"2238","26-07","10:20",64795.16491,62212.64826,56635.67861,73713.3548,64184.38009,"2017"
"2239","26-07","10:30",74141.16579,64392.9683,57372.56523,72146.94527,65161.63729,"2017"
"2240","26-07","10:40",57309.20484,63165.84136,64002.85481,70993.53854,64448.20879,"2017"
"2241","26-07","10:50",69084.85882,62737.9558,59301.40782,66612.30179,68478.97772,"2017"
"2242","26-07","11:00",57877.36355,61869.83448,60499.27353,67305.70852,66384.3275,"2017"
"2243","26-07","11:10",62201.56581,63468.99314,63429.3808,68955.32923,74580.73295,"2017"
"2244","26-07","11:20",66227.97221,71584.32845,58194.88488,72546.23115,61853.17938,"2017"
"2245","26-07","11:30",58730.79197,62167.95685,68869.51803,63120.66256,73033.18985,"2017"
"2246","26-07","11:40",65977.88236,67312.03865,66585.8228,73938.97238,66517.88957,"2017"
"2247","26-07","11:50",56868.62749,65105.87545,58022.21828,72436.84899,62674.82022,"2017"
"2248","26-07","12:00",67703.8072,66590.22694,57867.92159,64380.16546,64658.39281,"2017"
"2249","26-07","12:10",57547.42035,68152.01507,59463.71719,72619.99398,62791.28076,"2017"
"2250","26-07","12:20",59285.1776,62665.55942,56136.10529,67388.03269,70799.3984,"2017"
"2251","26-07","12:30",57531.05686,68293.60296,69319.07601,64943.76297,62520.39063,"2017"
"2252","26-07","12:40",66529.0464,59306.70063,60722.29268,65847.20725,64175.19442,"2017"
"2253","26-07","12:50",60857.7611,65233.53887,68821.96783,71012.65231,64267.21428,"2017"
"2254","26-07","13:00",60518.59023,68636.26149,63987.35236,71254.06063,65535.64663,"2017"
"2255","26-07","13:10",67140.29155,69591.24195,60093.68498,64762.14103,61664.77916,"2017"
"2256","26-07","13:20",69891.76851,60256.70799,69866.68306,63188.23498,58173.57395,"2017"
"2257","26-07","13:30",61231.09909,70250.68601,61250.38013,64226.15788,61187.44141,"2017"
"2258","26-07","13:40",56334.13241,61006.30365,65897.27518,74563.0517,65155.32092,"2017"
